round,n-rock,n-paper,n-scissors,n-opp,n-mix
181800,42.0,62.0,30.0,91.0,275.0
181900,39.0,74.0,33.0,88.0,266.0
182000,36.0,74.0,33.0,83.0,274.0
182100,32.0,80.0,37.0,89.0,262.0
182200,38.0,71.0,41.0,83.0,267.0
182300,33.0,73.0,44.0,82.0,268.0
182400,33.0,77.0,46.0,86.0,258.0
182500,30.0,76.0,44.0,85.0,265.0
182600,31.0,72.0,45.0,82.0,270.0
182700,24.0,75.0,53.0,75.0,273.0
182800,32.0,77.0,49.0,80.0,262.0
182900,27.0,77.0,59.0,83.0,254.0
183000,32.0,73.0,60.0,75.0,260.0
183100,26.0,74.0,58.0,80.0,262.0
183200,29.0,75.0,63.0,82.0,251.0
183300,32.0,67.0,65.0,70.0,266.0
183400,25.0,59.0,69.0,76.0,271.0
183500,27.0,49.0,80.0,79.0,265.0
183600,34.0,41.0,72.0,88.0,265.0
183700,35.0,36.0,80.0,80.0,269.0
183800,46.0,33.0,77.0,76.0,268.0
183900,48.0,29.0,76.0,74.0,273.0
184000,48.0,26.0,77.0,75.0,274.0
184100,55.0,25.0,82.0,74.0,264.0
184200,54.0,22.0,80.0,78.0,266.0
184300,58.0,21.0,88.0,70.0,263.0
184400,55.0,18.0,83.0,73.0,271.0
184500,55.0,24.0,78.0,73.0,270.0
184600,62.0,20.0,77.0,75.0,266.0
184700,69.0,25.0,63.0,77.0,266.0
184800,68.0,23.0,66.0,81.0,262.0
184900,77.0,25.0,65.0,81.0,252.0
185000,75.0,27.0,55.0,73.0,270.0
185100,80.0,32.0,53.0,63.0,272.0
185200,74.0,32.0,41.0,76.0,277.0
185300,85.0,38.0,29.0,72.0,276.0
185400,84.0,38.0,23.0,73.0,282.0
185500,89.0,40.0,24.0,76.0,271.0
185600,83.0,44.0,20.0,71.0,282.0
185700,83.0,43.0,16.0,78.0,280.0
185800,76.0,44.0,19.0,74.0,287.0
185900,84.0,49.0,16.0,76.0,275.0
186000,91.0,49.0,17.0,68.0,275.0
186100,84.0,52.0,30.0,66.0,268.0
186200,82.0,54.0,12.0,76.0,276.0
186300,88.0,59.0,16.0,72.0,265.0
186400,78.0,65.0,19.0,68.0,270.0
186500,74.0,63.0,15.0,76.0,272.0
186600,59.0,65.0,13.0,83.0,280.0
186700,50.0,68.0,14.0,80.0,288.0
186800,40.0,76.0,29.0,79.0,276.0
186900,33.0,75.0,28.0,71.0,293.0
187000,31.0,74.0,35.0,70.0,290.0
187100,25.0,80.0,43.0,78.0,274.0
187200,20.0,76.0,38.0,81.0,285.0
187300,21.0,84.0,35.0,80.0,280.0
187400,20.0,84.0,42.0,74.0,280.0
187500,13.0,81.0,43.0,78.0,285.0
187600,10.0,85.0,44.0,74.0,287.0
187700,11.0,77.0,52.0,75.0,285.0
187800,18.0,74.0,46.0,75.0,287.0
187900,13.0,78.0,50.0,75.0,284.0
188000,15.0,67.0,51.0,78.0,289.0
188100,10.0,80.0,53.0,71.0,286.0
188200,10.0,68.0,57.0,71.0,294.0
188300,13.0,54.0,57.0,79.0,297.0
188400,24.0,46.0,65.0,78.0,287.0
188500,26.0,43.0,71.0,80.0,280.0
188600,22.0,23.0,70.0,88.0,297.0
188700,26.0,25.0,68.0,91.0,290.0
188800,30.0,24.0,69.0,91.0,286.0
188900,34.0,29.0,73.0,87.0,277.0
189000,43.0,24.0,69.0,84.0,280.0
189100,48.0,21.0,84.0,80.0,267.0
189200,41.0,17.0,81.0,90.0,271.0
189300,43.0,23.0,79.0,88.0,267.0
189400,45.0,17.0,80.0,84.0,274.0
189500,46.0,21.0,73.0,91.0,269.0
189600,50.0,21.0,66.0,87.0,276.0
189700,55.0,21.0,68.0,85.0,271.0
189800,47.0,21.0,74.0,91.0,267.0
189900,61.0,23.0,60.0,83.0,273.0
190000,57.0,21.0,56.0,82.0,284.0
190100,65.0,16.0,56.0,89.0,274.0
190200,62.0,23.0,51.0,83.0,281.0
190300,61.0,28.0,44.0,89.0,278.0
190400,64.0,28.0,38.0,91.0,279.0
190500,70.0,23.0,35.0,81.0,291.0
190600,61.0,32.0,30.0,87.0,290.0
190700,69.0,25.0,32.0,94.0,280.0
190800,69.0,33.0,30.0,88.0,280.0
190900,68.0,34.0,27.0,89.0,282.0
191000,64.0,38.0,20.0,85.0,293.0
191100,73.0,40.0,25.0,85.0,277.0
191200,69.0,40.0,22.0,85.0,284.0
191300,71.0,47.0,17.0,87.0,278.0
191400,64.0,49.0,18.0,82.0,287.0
191500,66.0,42.0,26.0,86.0,280.0
191600,65.0,55.0,27.0,85.0,268.0
191700,65.0,52.0,30.0,80.0,273.0
191800,65.0,55.0,30.0,75.0,275.0
191900,60.0,59.0,23.0,95.0,263.0
192000,60.0,62.0,19.0,83.0,276.0
192100,54.0,64.0,23.0,84.0,275.0
192200,35.0,69.0,20.0,95.0,281.0
192300,34.0,68.0,27.0,90.0,281.0
192400,33.0,71.0,30.0,89.0,277.0
192500,27.0,75.0,35.0,89.0,274.0
192600,23.0,78.0,36.0,80.0,283.0
192700,21.0,77.0,39.0,85.0,278.0
192800,16.0,73.0,38.0,86.0,287.0
192900,18.0,71.0,41.0,93.0,277.0
193000,17.0,68.0,44.0,80.0,291.0
193100,21.0,74.0,41.0,75.0,289.0
193200,14.0,75.0,45.0,88.0,278.0
193300,20.0,76.0,44.0,78.0,282.0
193400,28.0,72.0,47.0,77.0,276.0
193500,19.0,69.0,50.0,81.0,281.0
193600,20.0,68.0,44.0,84.0,284.0
193700,16.0,59.0,54.0,89.0,282.0
193800,20.0,64.0,55.0,78.0,283.0
193900,22.0,55.0,59.0,81.0,283.0
194000,24.0,44.0,52.0,84.0,296.0
194100,23.0,37.0,67.0,76.0,297.0
194200,31.0,39.0,73.0,85.0,272.0
194300,30.0,29.0,67.0,84.0,290.0
194400,28.0,36.0,66.0,83.0,287.0
194500,38.0,27.0,63.0,83.0,289.0
194600,31.0,19.0,72.0,81.0,297.0
194700,32.0,30.0,72.0,81.0,285.0
194800,39.0,17.0,74.0,81.0,289.0
194900,40.0,18.0,70.0,82.0,290.0
195000,38.0,23.0,77.0,78.0,284.0
195100,42.0,19.0,64.0,88.0,287.0
195200,46.0,15.0,64.0,93.0,282.0
195300,50.0,17.0,64.0,84.0,285.0
195400,48.0,20.0,76.0,81.0,275.0
195500,49.0,23.0,59.0,79.0,290.0
195600,59.0,16.0,58.0,84.0,283.0
195700,62.0,23.0,56.0,81.0,278.0
195800,68.0,15.0,49.0,86.0,282.0
195900,67.0,28.0,42.0,81.0,282.0
196000,69.0,25.0,40.0,85.0,281.0
196100,65.0,31.0,41.0,86.0,277.0
196200,72.0,36.0,26.0,88.0,278.0
196300,72.0,48.0,21.0,92.0,267.0
196400,72.0,37.0,22.0,90.0,279.0
196500,73.0,46.0,18.0,89.0,274.0
196600,80.0,44.0,17.0,84.0,275.0
196700,71.0,44.0,17.0,92.0,276.0
196800,68.0,50.0,23.0,90.0,269.0
196900,66.0,56.0,15.0,96.0,267.0
197000,66.0,58.0,18.0,95.0,263.0
197100,65.0,55.0,25.0,90.0,265.0
197200,60.0,64.0,23.0,93.0,260.0
197300,55.0,59.0,30.0,93.0,263.0
197400,60.0,55.0,21.0,91.0,273.0
197500,49.0,66.0,27.0,97.0,261.0
197600,41.0,67.0,29.0,97.0,266.0
197700,32.0,65.0,34.0,101.0,268.0
197800,29.0,71.0,42.0,103.0,255.0
197900,25.0,74.0,41.0,100.0,260.0
198000,27.0,65.0,43.0,98.0,267.0
198100,30.0,72.0,48.0,93.0,257.0
198200,22.0,73.0,53.0,92.0,260.0
198300,23.0,71.0,53.0,90.0,263.0
198400,21.0,67.0,52.0,96.0,264.0
198500,22.0,77.0,60.0,94.0,247.0
198600,23.0,68.0,60.0,95.0,254.0
198700,21.0,66.0,61.0,99.0,253.0
198800,23.0,62.0,67.0,92.0,256.0
198900,23.0,64.0,70.0,89.0,254.0
199000,33.0,54.0,75.0,89.0,249.0
199100,30.0,45.0,80.0,93.0,252.0
199200,30.0,38.0,74.0,95.0,263.0
199300,35.0,26.0,91.0,89.0,259.0
199400,36.0,19.0,85.0,91.0,269.0
199500,39.0,17.0,86.0,94.0,264.0
199600,43.0,16.0,81.0,87.0,273.0
199700,43.0,11.0,87.0,87.0,272.0
199800,47.0,14.0,83.0,84.0,272.0
199900,63.0,21.0,76.0,68.0,272.0
