id,hostname,planet_letter,planet_name,discovery_method,orbital_period,planet_jupiter_mass
3015,Kepler-517,b,Kepler-517 b,Transit,60.92832271,
3016,Kepler-518,b,Kepler-518 b,Transit,8.51203588,
3017,Kepler-519,b,Kepler-519 b,Transit,24.3078946,
3018,Kepler-52,b,Kepler-52 b,Transit,7.8773565,8.7
3019,Kepler-52,c,Kepler-52 c,Transit,16.3850021,10.41
3020,Kepler-52,d,Kepler-52 d,Transit,36.445171,
3021,Kepler-520,b,Kepler-520 b,Transit,19.67416124,
3022,Kepler-520,c,Kepler-520 c,Transit,5.21104261,
3023,Kepler-521,b,Kepler-521 b,Transit,22.20813214,
3024,Kepler-522,b,Kepler-522 b,Transit,38.58422849,
3025,Kepler-523,b,Kepler-523 b,Transit,5.83598311,
3026,Kepler-524,b,Kepler-524 b,Transit,7.97419807,
3027,Kepler-524,c,Kepler-524 c,Transit,1.88897906,
3028,Kepler-525,b,Kepler-525 b,Transit,18.68404933,
3029,Kepler-526,b,Kepler-526 b,Transit,5.45849832,
3030,Kepler-527,b,Kepler-527 b,Transit,13.28535633,
3031,Kepler-528,b,Kepler-528 b,Transit,19.78297415,
3032,Kepler-529,b,Kepler-529 b,Transit,1.98035766,
3033,Kepler-529,c,Kepler-529 c,Transit,12.8345022,
3034,Kepler-53,b,Kepler-53 b,Transit,18.6489525,18.41
3035,Kepler-53,c,Kepler-53 c,Transit,38.5583038,15.74
3036,Kepler-53,d,Kepler-53 d,Transit,9.751962,
3037,Kepler-530,b,Kepler-530 b,Transit,39.30941904,
3038,Kepler-531,b,Kepler-531 b,Transit,29.88485741,
3039,Kepler-532,b,Kepler-532 b,Transit,12.92491623,
3040,Kepler-533,b,Kepler-533 b,Transit,28.51120525,
3041,Kepler-534,b,Kepler-534 b,Transit,15.95994513,
3042,Kepler-535,b,Kepler-535 b,Transit,4.90332155,
3043,Kepler-536,b,Kepler-536 b,Transit,1.8270823,
3044,Kepler-537,b,Kepler-537 b,Transit,3.24755522,
3045,Kepler-538,b,Kepler-538 b,Transit,81.73780699,
3046,Kepler-539,b,Kepler-539 b,Transit,125.63243,0.97
3047,Kepler-539,c,Kepler-539 c,Transit Timing Variations,1000,2.4
3048,Kepler-54,b,Kepler-54 b,Transit,8.0109434,0.92
3049,Kepler-54,c,Kepler-54 c,Transit,12.0717249,0.37
3050,Kepler-54,d,Kepler-54 d,Transit,20.995694,
3051,Kepler-540,b,Kepler-540 b,Transit,172.7049784,
3052,Kepler-541,b,Kepler-541 b,Transit,5.08005848,
3053,Kepler-542,b,Kepler-542 b,Transit,13.14497566,
3054,Kepler-543,b,Kepler-543 b,Transit,13.89961966,
3055,Kepler-544,b,Kepler-544 b,Transit,21.41616926,
3056,Kepler-545,b,Kepler-545 b,Transit,13.24934059,
3057,Kepler-546,b,Kepler-546 b,Transit,4.14702026,
3058,Kepler-547,b,Kepler-547 b,Transit,6.01038429,
3059,Kepler-548,b,Kepler-548 b,Transit,4.45419434,
3060,Kepler-549,b,Kepler-549 b,Transit,42.9495649,
3061,Kepler-549,c,Kepler-549 c,Transit,117.040498,
3062,Kepler-55,b,Kepler-55 b,Transit,27.9481449,1.49
3063,Kepler-55,c,Kepler-55 c,Transit,42.1516418,1.11
3064,Kepler-55,d,Kepler-55 d,Transit,2.211099,
3065,Kepler-55,e,Kepler-55 e,Transit,4.617534,
3066,Kepler-55,f,Kepler-55 f,Transit,10.198545,
3067,Kepler-550,b,Kepler-550 b,Transit,8.60010411,
3068,Kepler-551,b,Kepler-551 b,Transit,12.3764661,
3069,Kepler-552,b,Kepler-552 b,Transit,5.26341577,
3070,Kepler-553,b,Kepler-553 b,Transit,4.03046804,
3071,Kepler-553,c,Kepler-553 c,Transit,328.2399546,
3072,Kepler-554,b,Kepler-554 b,Transit,1.90220856,
3073,Kepler-555,b,Kepler-555 b,Transit,16.21775407,
3074,Kepler-556,b,Kepler-556 b,Transit,11.72292176,
3075,Kepler-557,b,Kepler-557 b,Transit,3.70598955,
3076,Kepler-558,b,Kepler-558 b,Transit,29.00790538,
3077,Kepler-559,b,Kepler-559 b,Transit,17.58752333,
3078,Kepler-56,b,Kepler-56 b,Transit,10.5016,0.07
3079,Kepler-56,c,Kepler-56 c,Transit,21.40239,0.57
3080,Kepler-56,d,Kepler-56 d,Radial Velocity,1002,5.61
3081,Kepler-560,b,Kepler-560 b,Transit,18.47764449,
3082,Kepler-561,b,Kepler-561 b,Transit,58.3620495,
3083,Kepler-561,c,Kepler-561 c,Transit,5.35016198,
3084,Kepler-562,b,Kepler-562 b,Transit,18.00931444,
3085,Kepler-563,b,Kepler-563 b,Transit,22.18432708,
3086,Kepler-564,b,Kepler-564 b,Transit,3.75083228,
3087,Kepler-565,b,Kepler-565 b,Transit,4.24374723,
3088,Kepler-566,b,Kepler-566 b,Transit,18.42794624,
3089,Kepler-567,b,Kepler-567 b,Transit,16.54297375,
3090,Kepler-568,b,Kepler-568 b,Transit,11.02347475,
3091,Kepler-569,b,Kepler-569 b,Transit,34.18890521,
3092,Kepler-57,b,Kepler-57 b,Transit,5.7293196,18.86
3093,Kepler-57,c,Kepler-57 c,Transit,11.6092567,6.95
3094,Kepler-570,b,Kepler-570 b,Transit,4.301662,
3095,Kepler-571,b,Kepler-571 b,Transit,4.79859939,
3096,Kepler-572,b,Kepler-572 b,Transit,17.20523483,
3097,Kepler-573,b,Kepler-573 b,Transit,22.18329658,
3098,Kepler-574,b,Kepler-574 b,Transit,7.65880414,
3099,Kepler-575,b,Kepler-575 b,Transit,9.37891944,
3100,Kepler-576,b,Kepler-576 b,Transit,29.91136794,
3101,Kepler-577,b,Kepler-577 b,Transit,25.69578251,
3102,Kepler-578,b,Kepler-578 b,Transit,1.6168837,
3103,Kepler-579,b,Kepler-579 b,Transit,9.66857723,
3104,Kepler-58,b,Kepler-58 b,Transit,10.2184954,1.39
3105,Kepler-58,c,Kepler-58 c,Transit,15.5741568,2.19
3106,Kepler-58,d,Kepler-58 d,Transit,40.101371,
3107,Kepler-580,b,Kepler-580 b,Transit,8.22241966,
3108,Kepler-581,b,Kepler-581 b,Transit,40.6069821,
3109,Kepler-582,b,Kepler-582 b,Transit,18.49235668,
3110,Kepler-583,b,Kepler-583 b,Transit,6.5100253,
3111,Kepler-584,b,Kepler-584 b,Transit,35.1810304,
3112,Kepler-585,b,Kepler-585 b,Transit,2.75235975,
3113,Kepler-586,b,Kepler-586 b,Transit,2.10472218,
3114,Kepler-587,b,Kepler-587 b,Transit,10.94027841,
3115,Kepler-588,b,Kepler-588 b,Transit,4.22162536,
3116,Kepler-589,b,Kepler-589 b,Transit,16.54964934,
3117,Kepler-59,b,Kepler-59 b,Transit,11.8681707,2.05
3118,Kepler-59,c,Kepler-59 c,Transit,17.9801235,1.37
3119,Kepler-590,b,Kepler-590 b,Transit,5.85296257,
3120,Kepler-591,b,Kepler-591 b,Transit,81.1694299,
3121,Kepler-592,b,Kepler-592 b,Transit,2.82019241,
3122,Kepler-593,b,Kepler-593 b,Transit,21.21708973,
3123,Kepler-594,b,Kepler-594 b,Transit,13.64618192,
3124,Kepler-595,b,Kepler-595 b,Transit,25.30292332,
3125,Kepler-596,b,Kepler-596 b,Transit,21.30022655,
3126,Kepler-597,b,Kepler-597 b,Transit,13.02365861,
3127,Kepler-598,b,Kepler-598 b,Transit,3.70175428,
3128,Kepler-599,b,Kepler-599 b,Transit,15.65562652,
3129,Kepler-6,b,Kepler-6 b,Transit,3.2346996,0.668
3130,Kepler-60,b,Kepler-60 b,Transit,7.1334,0.01318
3131,Kepler-60,c,Kepler-60 c,Transit,8.9187,0.01211
3132,Kepler-60,d,Kepler-60 d,Transit,11.8981,0.01309
3133,Kepler-600,b,Kepler-600 b,Transit,23.67517607,
3134,Kepler-601,b,Kepler-601 b,Transit,5.37886844,
3135,Kepler-602,b,Kepler-602 b,Transit,15.28469497,
3136,Kepler-603,b,Kepler-603 b,Transit,21.05358596,
3137,Kepler-603,c,Kepler-603 c,Transit,127.9075774,
3138,Kepler-603,d,Kepler-603 d,Transit,6.2171292,
3139,Kepler-604,b,Kepler-604 b,Transit,25.85501786,
3140,Kepler-605,b,Kepler-605 b,Transit,3.38353807,
3141,Kepler-605,c,Kepler-605 c,Transit,2.35895152,
3142,Kepler-606,b,Kepler-606 b,Transit,24.31575992,
3143,Kepler-607,b,Kepler-607 b,Transit,0.6381632,
3144,Kepler-608,b,Kepler-608 b,Transit,6.41251504,
3145,Kepler-609,b,Kepler-609 b,Transit,6.52121067,
3146,Kepler-61,b,Kepler-61 b,Transit,59.87756,
3147,Kepler-610,b,Kepler-610 b,Transit,6.99692655,
3148,Kepler-610,c,Kepler-610 c,Transit,151.86392,
3149,Kepler-611,b,Kepler-611 b,Transit,2.4370333,
3150,Kepler-612,b,Kepler-612 b,Transit,3.72215641,
3151,Kepler-613,b,Kepler-613 b,Transit,15.77979614,
3152,Kepler-614,b,Kepler-614 b,Transit,14.03491514,
3153,Kepler-615,b,Kepler-615 b,Transit,10.35584657,
3154,Kepler-616,b,Kepler-616 b,Transit,9.99761851,
3155,Kepler-616,c,Kepler-616 c,Transit,90.4113556,
3156,Kepler-617,b,Kepler-617 b,Transit,1.68269615,
3157,Kepler-618,b,Kepler-618 b,Transit,3.59576964,
3158,Kepler-619,b,Kepler-619 b,Transit,5.4042722,
3159,Kepler-619,c,Kepler-619 c,Transit,1.20846503,
3160,Kepler-62,b,Kepler-62 b,Transit,5.714932,0.03
3161,Kepler-62,c,Kepler-62 c,Transit,12.4417,0.013
3162,Kepler-62,d,Kepler-62 d,Transit,18.16406,0.044
3163,Kepler-62,e,Kepler-62 e,Transit,122.3874,0.113
3164,Kepler-62,f,Kepler-62 f,Transit,267.291,0.11
3165,Kepler-620,b,Kepler-620 b,Transit,12.91375431,
3166,Kepler-621,b,Kepler-621 b,Transit,2.62811375,
3167,Kepler-622,b,Kepler-622 b,Transit,14.28226676,
3168,Kepler-623,b,Kepler-623 b,Transit,9.07097734,
3169,Kepler-624,b,Kepler-624 b,Transit,14.58649607,
3170,Kepler-625,b,Kepler-625 b,Transit,7.75192492,
3171,Kepler-625,c,Kepler-625 c,Transit,4.1653651,
3172,Kepler-626,b,Kepler-626 b,Transit,14.48585199,
3173,Kepler-627,b,Kepler-627 b,Transit,40.6994443,
3174,Kepler-628,b,Kepler-628 b,Transit,15.4580567,
3175,Kepler-629,b,Kepler-629 b,Transit,7.2385854,
3176,Kepler-63,b,Kepler-63 b,Transit,9.4341505,0.378
3177,Kepler-630,b,Kepler-630 b,Transit,161.4743937,
3178,Kepler-631,b,Kepler-631 b,Transit,17.97979059,
3179,Kepler-632,b,Kepler-632 b,Transit,30.99660733,
3180,Kepler-633,b,Kepler-633 b,Transit,8.50340718,
3181,Kepler-634,b,Kepler-634 b,Transit,5.16950177,
3182,Kepler-635,b,Kepler-635 b,Transit,23.44971004,
3183,Kepler-636,b,Kepler-636 b,Transit,16.08066115,
3184,Kepler-637,b,Kepler-637 b,Transit,23.20584623,
3185,Kepler-638,b,Kepler-638 b,Transit,6.07972888,
3186,Kepler-639,b,Kepler-639 b,Transit,10.21420496,
3187,Kepler-640,b,Kepler-640 b,Transit,22.24813967,
3188,Kepler-641,b,Kepler-641 b,Transit,9.48961571,
3189,Kepler-642,b,Kepler-642 b,Transit,4.41745855,
3190,Kepler-643,b,Kepler-643 b,Transit,16.33889626,
3191,Kepler-644,b,Kepler-644 b,Transit,3.1739171,
3192,Kepler-645,b,Kepler-645 b,Transit,3.27582262,
3193,Kepler-646,b,Kepler-646 b,Transit,15.87364565,
3194,Kepler-647,b,Kepler-647 b,Transit,16.2254649,
3195,Kepler-648,b,Kepler-648 b,Transit,17.4211749,
3196,Kepler-649,b,Kepler-649 b,Transit,29.90722674,
3197,Kepler-65,b,Kepler-65 b,Transit,2.15491,
3198,Kepler-65,c,Kepler-65 c,Transit,5.859944,
3199,Kepler-65,d,Kepler-65 d,Transit,8.13123,
3200,Kepler-65,e,Kepler-65 e,Radial Velocity,258.8,0.82
3201,Kepler-650,b,Kepler-650 b,Transit,3.03214559,
3202,Kepler-651,b,Kepler-651 b,Transit,21.38521506,
3203,Kepler-652,b,Kepler-652 b,Transit,4.18200253,
3204,Kepler-653,b,Kepler-653 b,Transit,14.70748976,
3205,Kepler-653,c,Kepler-653 c,Transit,0.90037648,
3206,Kepler-654,b,Kepler-654 b,Transit,13.72465129,
3207,Kepler-655,b,Kepler-655 b,Transit,46.4063358,
3208,Kepler-656,b,Kepler-656 b,Transit,1.26025909,
3209,Kepler-657,b,Kepler-657 b,Transit,24.54350418,
3210,Kepler-658,b,Kepler-658 b,Transit,1.28707676,
3211,Kepler-659,b,Kepler-659 b,Transit,17.671796,
3212,Kepler-66,b,Kepler-66 b,Transit,17.815815,
3213,Kepler-660,b,Kepler-660 b,Transit,9.27358194,
3214,Kepler-661,b,Kepler-661 b,Transit,6.02930132,
3215,Kepler-662,b,Kepler-662 b,Transit,21.67697486,
3216,Kepler-663,b,Kepler-663 b,Transit,4.99678284,
3217,Kepler-664,b,Kepler-664 b,Transit,2.52559332,
3218,Kepler-665,b,Kepler-665 b,Transit,16.01310205,
3219,Kepler-666,b,Kepler-666 b,Transit,4.49876092,
3220,Kepler-667,b,Kepler-667 b,Transit,41.43962808,
3221,Kepler-668,b,Kepler-668 b,Transit,8.35390639,
3222,Kepler-669,b,Kepler-669 b,Transit,4.12554687,
3223,Kepler-67,b,Kepler-67 b,Transit,15.7259,
3224,Kepler-670,b,Kepler-670 b,Transit,2.81650485,
3225,Kepler-671,b,Kepler-671 b,Transit,4.28095859,
3226,Kepler-672,b,Kepler-672 b,Transit,38.3774623,
3227,Kepler-673,b,Kepler-673 b,Transit,3.72873109,
3228,Kepler-674,b,Kepler-674 b,Transit,2.24338185,
3229,Kepler-675,b,Kepler-675 b,Transit,2.33743801,
3230,Kepler-676,b,Kepler-676 b,Transit,11.59822172,
3231,Kepler-677,b,Kepler-677 b,Transit,6.57531678,
3232,Kepler-678,b,Kepler-678 b,Transit,7.27503724,
3233,Kepler-679,b,Kepler-679 b,Transit,12.39358604,
3234,Kepler-68,b,Kepler-68 b,Transit,5.3988,0.02407
3235,Kepler-68,c,Kepler-68 c,Transit,9.6051,0.00642
3236,Kepler-68,d,Kepler-68 d,Radial Velocity,634.6,0.77
3237,Kepler-680,b,Kepler-680 b,Transit,3.68992629,
3238,Kepler-681,b,Kepler-681 b,Transit,26.39435646,
3239,Kepler-682,b,Kepler-682 b,Transit,12.61190667,
3240,Kepler-683,b,Kepler-683 b,Transit,2.53918318,
3241,Kepler-684,b,Kepler-684 b,Transit,6.77030201,
3242,Kepler-685,b,Kepler-685 b,Transit,1.6255222,
3243,Kepler-686,b,Kepler-686 b,Transit,1.59474546,
3244,Kepler-687,b,Kepler-687 b,Transit,20.50586978,
3245,Kepler-688,b,Kepler-688 b,Transit,3.89593684,
3246,Kepler-689,b,Kepler-689 b,Transit,22.36656079,
3247,Kepler-69,b,Kepler-69 b,Transit,13.722341,
3248,Kepler-69,c,Kepler-69 c,Transit,242.4613,
3249,Kepler-690,b,Kepler-690 b,Transit,7.74809437,
3250,Kepler-691,b,Kepler-691 b,Transit,8.114379,
3251,Kepler-692,b,Kepler-692 b,Transit,21.81293494,
3252,Kepler-693,b,Kepler-693 b,Transit,15.37563332,
3253,Kepler-694,b,Kepler-694 b,Transit,6.36584161,
3254,Kepler-695,b,Kepler-695 b,Transit,3.04033042,
3255,Kepler-696,b,Kepler-696 b,Transit,4.19042557,
3256,Kepler-697,b,Kepler-697 b,Transit,3.70987065,
3257,Kepler-698,b,Kepler-698 b,Transit,16.32976218,
3258,Kepler-699,b,Kepler-699 b,Transit,27.80756293,
3259,Kepler-7,b,Kepler-7 b,Transit,4.8854892,0.441
3260,Kepler-700,b,Kepler-700 b,Transit,80.8720639,
3261,Kepler-701,b,Kepler-701 b,Transit,10.35533177,
3262,Kepler-702,b,Kepler-702 b,Transit,10.52629406,
3263,Kepler-703,b,Kepler-703 b,Transit,4.58352176,
3264,Kepler-704,b,Kepler-704 b,Transit,3.76182115,
3265,Kepler-705,b,Kepler-705 b,Transit,56.0560538,
3266,Kepler-706,b,Kepler-706 b,Transit,41.40831347,
3267,Kepler-707,b,Kepler-707 b,Transit,2.23749275,
3268,Kepler-708,b,Kepler-708 b,Transit,3.16789194,
3269,Kepler-709,b,Kepler-709 b,Transit,16.08524954,
3270,Kepler-710,b,Kepler-710 b,Transit,4.34728553,
3271,Kepler-711,b,Kepler-711 b,Transit,23.58914398,
3272,Kepler-712,b,Kepler-712 b,Transit,21.02247699,
3273,Kepler-712,c,Kepler-712 c,Transit,226.89047,
3274,Kepler-713,b,Kepler-713 b,Transit,7.411141,
3275,Kepler-714,b,Kepler-714 b,Transit,8.09888799,
3276,Kepler-715,b,Kepler-715 b,Transit,10.00652995,
3277,Kepler-716,b,Kepler-716 b,Transit,10.37168453,
3278,Kepler-717,b,Kepler-717 b,Transit,4.40840023,
3279,Kepler-718,b,Kepler-718 b,Transit,2.0523499,
3280,Kepler-719,b,Kepler-719 b,Transit,5.00731778,
3281,Kepler-720,b,Kepler-720 b,Transit,4.70832654,
3282,Kepler-721,b,Kepler-721 b,Transit,5.39202539,
3283,Kepler-722,b,Kepler-722 b,Transit,4.09357325,
3284,Kepler-722,c,Kepler-722 c,Transit,105.144749,
3285,Kepler-723,b,Kepler-723 b,Transit,4.08227507,
3286,Kepler-724,b,Kepler-724 b,Transit,3.31494634,
3287,Kepler-725,b,Kepler-725 b,Transit,39.64317811,
3288,Kepler-726,b,Kepler-726 b,Transit,21.80451088,
3289,Kepler-727,b,Kepler-727 b,Transit,5.15448442,
3290,Kepler-728,b,Kepler-728 b,Transit,5.74347727,
3291,Kepler-729,b,Kepler-729 b,Transit,3.16635371,
3292,Kepler-730,b,Kepler-730 b,Transit,6.49168281,
3293,Kepler-730,c,Kepler-730 c,Transit,2.85188338,
3294,Kepler-731,b,Kepler-731 b,Transit,3.85560355,
3295,Kepler-732,b,Kepler-732 b,Transit,9.46781405,
3296,Kepler-732,c,Kepler-732 c,Transit,0.89304124,
3297,Kepler-733,b,Kepler-733 b,Transit,20.83424726,
3298,Kepler-734,b,Kepler-734 b,Transit,6.10485286,
3299,Kepler-735,b,Kepler-735 b,Transit,11.51516988,
3300,Kepler-736,b,Kepler-736 b,Transit,3.60147201,
3301,Kepler-737,b,Kepler-737 b,Transit,28.59915399,
3302,Kepler-738,b,Kepler-738 b,Transit,24.58721573,
3303,Kepler-739,b,Kepler-739 b,Transit,12.53248465,
3304,Kepler-74,b,Kepler-74 b,Transit,7.340711,0.63
3305,Kepler-740,b,Kepler-740 b,Transit,3.58410122,
3306,Kepler-741,b,Kepler-741 b,Transit,7.03902374,
3307,Kepler-742,b,Kepler-742 b,Transit,8.36086824,
3308,Kepler-743,b,Kepler-743 b,Transit,3.17926292,
3309,Kepler-744,b,Kepler-744 b,Transit,12.06222443,
3310,Kepler-745,b,Kepler-745 b,Transit,9.93143556,
3311,Kepler-746,b,Kepler-746 b,Transit,3.48159251,
3312,Kepler-747,b,Kepler-747 b,Transit,35.61760587,
3313,Kepler-748,b,Kepler-748 b,Transit,7.40742793,
3314,Kepler-749,b,Kepler-749 b,Transit,17.31716585,
3315,Kepler-75,b,Kepler-75 b,Transit,8.8849116,10.1
3316,Kepler-750,b,Kepler-750 b,Transit,9.42887179,
3317,Kepler-750,c,Kepler-750 c,Transit,4.08899022,
3318,Kepler-751,b,Kepler-751 b,Transit,17.44490636,
3319,Kepler-752,b,Kepler-752 b,Transit,18.82747265,
3320,Kepler-753,b,Kepler-753 b,Transit,5.74772501,
3321,Kepler-754,b,Kepler-754 b,Transit,14.5596237,
3322,Kepler-755,b,Kepler-755 b,Transit,1.26909037,
3323,Kepler-755,c,Kepler-755 c,Transit,2.85313364,
3324,Kepler-756,b,Kepler-756 b,Transit,1.22486632,
3325,Kepler-757,b,Kepler-757 b,Transit,1.02267882,
3326,Kepler-758,b,Kepler-758 b,Transit,12.1097104,
3327,Kepler-758,c,Kepler-758 c,Transit,4.75793986,
3328,Kepler-758,d,Kepler-758 d,Transit,20.4966197,
3329,Kepler-758,e,Kepler-758 e,Transit,8.1934719,
3330,Kepler-759,b,Kepler-759 b,Transit,41.805985,
3331,Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,1.5449298,2.01
3332,Kepler-760,b,Kepler-760 b,Transit,8.70419416,
3333,Kepler-760,c,Kepler-760 c,Transit,2.46697439,
3334,Kepler-761,b,Kepler-761 b,Transit,10.12804789,
3335,Kepler-762,b,Kepler-762 b,Transit,3.7705521,
3336,Kepler-763,b,Kepler-763 b,Transit,1.19655156,
3337,Kepler-764,b,Kepler-764 b,Transit,7.33683936,
3338,Kepler-765,b,Kepler-765 b,Transit,27.6655226,
3339,Kepler-766,b,Kepler-766 b,Transit,6.10027804,
3340,Kepler-767,b,Kepler-767 b,Transit,161.5280101,
3341,Kepler-768,b,Kepler-768 b,Transit,11.3910025,
3342,Kepler-769,b,Kepler-769 b,Transit,7.42608998,
3343,Kepler-769,c,Kepler-769 c,Transit,15.9870174,
3344,Kepler-77,b,Kepler-77 b,Transit,3.57878087,0.43
3345,Kepler-770,b,Kepler-770 b,Transit,18.92540274,
3346,Kepler-770,c,Kepler-770 c,Transit,1.47532231,
3347,Kepler-770,d,Kepler-770 d,Transit,4.15244722,
3348,Kepler-771,b,Kepler-771 b,Transit,8.73485836,
3349,Kepler-772,b,Kepler-772 b,Transit,12.99207337,
3350,Kepler-773,b,Kepler-773 b,Transit,3.74910006,
3351,Kepler-774,b,Kepler-774 b,Transit,11.0895723,
3352,Kepler-775,b,Kepler-775 b,Transit,0.97486893,
3353,Kepler-776,b,Kepler-776 b,Transit,4.89718784,
3354,Kepler-777,b,Kepler-777 b,Transit,5.72812599,
3355,Kepler-778,b,Kepler-778 b,Transit,3.75574426,
3356,Kepler-779,b,Kepler-779 b,Transit,7.09714223,
3357,Kepler-78,b,Kepler-78 b,Transit,0.35500744,0.01
3358,Kepler-780,b,Kepler-780 b,Transit,0.67737516,
3359,Kepler-781,b,Kepler-781 b,Transit,13.2140732,
3360,Kepler-782,b,Kepler-782 b,Transit,158.6853308,
3361,Kepler-783,b,Kepler-783 b,Transit,4.29264638,
3362,Kepler-784,b,Kepler-784 b,Transit,31.5922646,
3363,Kepler-785,b,Kepler-785 b,Transit,1.97376093,
3364,Kepler-786,b,Kepler-786 b,Transit,53.5293487,
3365,Kepler-787,b,Kepler-787 b,Transit,0.9283105,
3366,Kepler-788,b,Kepler-788 b,Transit,8.39846269,
3367,Kepler-789,b,Kepler-789 b,Transit,8.63847725,
3368,Kepler-79,b,Kepler-79 b,Transit,13.4845,0.0343
3369,Kepler-79,c,Kepler-79 c,Transit,27.4029,0.019
3370,Kepler-79,d,Kepler-79 d,Transit,52.0902,0.019
3371,Kepler-79,e,Kepler-79 e,Transit,81.0659,0.013
3372,Kepler-790,b,Kepler-790 b,Transit,13.73469807,
3373,Kepler-791,b,Kepler-791 b,Transit,14.5539759,
3374,Kepler-792,b,Kepler-792 b,Transit,11.30119217,
3375,Kepler-793,b,Kepler-793 b,Transit,4.24153639,
3376,Kepler-794,b,Kepler-794 b,Transit,11.13125132,
3377,Kepler-795,b,Kepler-795 b,Transit,29.6193421,
3378,Kepler-796,b,Kepler-796 b,Transit,6.40087618,
3379,Kepler-797,b,Kepler-797 b,Transit,27.07237711,
3380,Kepler-798,b,Kepler-798 b,Transit,13.71933369,
3381,Kepler-799,b,Kepler-799 b,Transit,133.4605235,
3382,Kepler-8,b,Kepler-8 b,Transit,3.5224991,0.59
3383,Kepler-80,b,Kepler-80 b,Transit,7.05246,0.0218
3384,Kepler-80,c,Kepler-80 c,Transit,9.52355,0.02121
3385,Kepler-80,d,Kepler-80 d,Transit,3.07222,0.02124
3386,Kepler-80,e,Kepler-80 e,Transit,4.64489,0.01299
3387,Kepler-80,f,Kepler-80 f,Transit,0.9867873,
3388,Kepler-80,g,Kepler-80 g,Transit,14.64558,
3389,Kepler-800,b,Kepler-800 b,Transit,14.13176026,
3390,Kepler-801,b,Kepler-801 b,Transit,11.41928253,
3391,Kepler-802,b,Kepler-802 b,Transit,40.0587473,
3392,Kepler-803,b,Kepler-803 b,Transit,50.28638192,
3393,Kepler-804,b,Kepler-804 b,Transit,14.37457351,
3394,Kepler-804,c,Kepler-804 c,Transit,9.65185017,
3395,Kepler-805,b,Kepler-805 b,Transit,30.8638931,
3396,Kepler-806,b,Kepler-806 b,Transit,8.09219642,
3397,Kepler-807,b,Kepler-807 b,Transit,117.9310878,
3398,Kepler-808,b,Kepler-808 b,Transit,0.63133235,
3399,Kepler-809,b,Kepler-809 b,Transit,55.63934,
3400,Kepler-81,b,Kepler-81 b,Transit,5.955,
3401,Kepler-81,c,Kepler-81 c,Transit,12.04,
3402,Kepler-81,d,Kepler-81 d,Transit,20.837846,
3403,Kepler-810,b,Kepler-810 b,Transit,4.59725385,
3404,Kepler-811,b,Kepler-811 b,Transit,23.58447697,
3405,Kepler-812,b,Kepler-812 b,Transit,10.11716531,
3406,Kepler-813,b,Kepler-813 b,Transit,19.12947337,
3407,Kepler-814,b,Kepler-814 b,Transit,6.1469851,
3408,Kepler-815,b,Kepler-815 b,Transit,8.57503552,
3409,Kepler-816,b,Kepler-816 b,Transit,10.50682565,
3410,Kepler-817,b,Kepler-817 b,Transit,3.99010623,
3411,Kepler-818,b,Kepler-818 b,Transit,10.03538581,
3412,Kepler-819,b,Kepler-819 b,Transit,33.1995648,
3413,Kepler-82,b,Kepler-82 b,Transit,26.444,
3414,Kepler-82,c,Kepler-82 c,Transit,51.538,
3415,Kepler-82,d,Kepler-82 d,Transit,2.382961,
3416,Kepler-82,e,Kepler-82 e,Transit,5.902206,
3417,Kepler-820,b,Kepler-820 b,Transit,127.8338098,
3418,Kepler-821,b,Kepler-821 b,Transit,1.92279873,
3419,Kepler-822,b,Kepler-822 b,Transit,3.22296927,
3420,Kepler-823,b,Kepler-823 b,Transit,4.16809082,
3421,Kepler-824,b,Kepler-824 b,Transit,4.51436633,
3422,Kepler-825,b,Kepler-825 b,Transit,3.77360059,
3423,Kepler-825,c,Kepler-825 c,Transit,8.1818246,
3424,Kepler-826,b,Kepler-826 b,Transit,4.48758907,
3425,Kepler-827,b,Kepler-827 b,Transit,51.92927591,
3426,Kepler-828,b,Kepler-828 b,Transit,0.56785714,
3427,Kepler-829,b,Kepler-829 b,Transit,6.88337562,
3428,Kepler-83,b,Kepler-83 b,Transit,9.77,
3429,Kepler-83,c,Kepler-83 c,Transit,20.09,
3430,Kepler-83,d,Kepler-83 d,Transit,5.169796,
3431,Kepler-830,b,Kepler-830 b,Transit,11.29695137,
3432,Kepler-831,b,Kepler-831 b,Transit,5.62153941,
3433,Kepler-832,b,Kepler-832 b,Transit,7.1396941,
3434,Kepler-833,b,Kepler-833 b,Transit,18.7546998,
3435,Kepler-834,b,Kepler-834 b,Transit,13.32388301,
3436,Kepler-835,b,Kepler-835 b,Transit,11.41909375,
3437,Kepler-836,b,Kepler-836 b,Transit,11.36112327,
3438,Kepler-837,b,Kepler-837 b,Transit,16.56059504,
3439,Kepler-838,b,Kepler-838 b,Transit,15.74957994,
3440,Kepler-839,b,Kepler-839 b,Transit,37.8144514,
3441,Kepler-84,b,Kepler-84 b,Transit,8.726,
3442,Kepler-84,c,Kepler-84 c,Transit,12.883,
3443,Kepler-84,d,Kepler-84 d,Transit,4.224537,
3444,Kepler-84,e,Kepler-84 e,Transit,27.434389,
3445,Kepler-84,f,Kepler-84 f,Transit,44.552169,
3446,Kepler-840,b,Kepler-840 b,Transit,2.49577962,
3447,Kepler-841,b,Kepler-841 b,Transit,124.4198398,
